"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gn","gn1","human_mouse","lca","name"
"41640557",18.9655794541448,23.7764189382912,2.4067994548856,9.87885338349529,5.14178652711503e-23,2.54878358149092e-19,"","","False",NA,"SRS015133.169611-T1-C"
"61500894",12.4093678257645,-21.626964395149,2.6508908632422,-8.1583759991907,3.39559072601416e-16,8.4159716144261e-13,"ITGAM","ITGAM","True",9606,"sp|P11215-2|ITAM_HUMAN Isoform 2 of Integrin alpha-M OS=Homo sapiens GN=ITGAM"
"62541576",9.79691551345085,22.8783837366947,2.89110672501757,7.91336533470781,2.50522802565515e-15,4.13947177439085e-12,"","","False",NA,"159753524-stool2_revised_scaffold11383_1_gene7814 strand:+  start:1 stop:1464 length:1464 start_codon:no stop_codon:yes gene_type:incomplete [Lack 5'-end] codon-table.11"
"61499555",30.2339766586077,-22.8679435364548,2.99220349286107,-7.64250947203764,2.13028325991905e-14,2.63995352985468e-11,"FGB,Fgb","","True",314146,"sp|P02675|FIBB_HUMAN Fibrinogen beta chain OS=Homo sapiens GN=FGB PE=1 SV=2"
"44444630",8.07917290407354,22.5985847338602,2.97679705459516,7.59157722861076,3.16034716080112e-14,3.13316817521823e-11,"","","False",NA,"SRS016495.105754-T1-C"
"61457154",29.5080572369994,-7.76107447565422,1.42499766040295,-5.44637699507491,5.14061232533579e-08,4.24700254944825e-05,"LTF","LTF","True",9606,"tr|C9JCF5|C9JCF5_HUMAN Kaliocin-1 (Fragment) OS=Homo sapiens GN=LTF PE=1 SV=1"
"61499613",97.7350709722774,-6.90434064122072,1.40231979125097,-4.92351365522806,8.50039422659938e-07,0.000601949345446473,"LTF","LTF","True",9606,"sp|P02788|TRFL_HUMAN Lactotransferrin OS=Homo sapiens GN=LTF PE=1 SV=6"
"61499971",244.365565781016,-3.31865261174049,0.701300475885164,-4.73214082387692,2.22164190336562e-06,0.00137658486437292,"S100A9","S100A9","True",9606,"sp|P06702|S10A9_HUMAN Protein S100-A9 OS=Homo sapiens GN=S100A9 PE=1 SV=1"
"61506568",19.3973824551203,-7.5185211392689,1.67439374714926,-4.49029456307369,7.11247450388324e-06,0.00391739290174991,"S100A12","S100A12","True",9606,"sp|P80511|S10AC_HUMAN Protein S100-A12 OS=Homo sapiens GN=S100A12 PE=1 SV=2"
"61500208",36.8429377368977,-6.89530469657415,1.68654129435289,-4.08842921288791,4.34304030002595e-05,0.0215284507672286,"CTSG","CTSG","True",9606,"sp|P08311|CATG_HUMAN Cathepsin G OS=Homo sapiens GN=CTSG PE=1 SV=2"
"61784484",36.9967421890565,7.93221683446041,2.02222807021504,3.92251346487189,8.76299944342117e-05,0.0394892620373079,"","","False",NA,"DOM026_GL0039246  [gene]  locus=scaffold23802_1:14608:17052:- [Complete] codon-table.11"
"61500200",11.4757469357385,-6.76211656190187,1.74037056344579,-3.88544641235108,0.000102142022661716,0.0421931671945103,"ELANE","ELANE","True",9606,"sp|P08246|ELNE_HUMAN Neutrophil elastase OS=Homo sapiens GN=ELANE PE=1 SV=1"
"61499602",73.7075809149659,-5.80412236428584,1.50363652538639,-3.86005677987529,0.000113360681180418,0.0432252997393331,"ALB,Alb","","True",314146,"sp|P02768|ALBU_HUMAN Serum albumin OS=Homo sapiens GN=ALB PE=1 SV=2"
"61474785",19.0796767198286,5.79953137204464,1.51093480200542,3.83837301539888,0.000123852236935701,0.0438525384635907,"PRB1","PRB1","True",9606,"tr|G3V1M9|G3V1M9_HUMAN Basic peptide IB-6 OS=Homo sapiens GN=PRB1 PE=4 SV=1"
"63257471",27.9538388935618,7.68238835437036,2.02863209857513,3.78697959071352,0.000152489619933992,0.0503927364008532,"","","False",NA,"NLF007_GL0003987  [gene]  locus=scaffold9464_17:511:1689:+ [Lack 3'-end] codon-table.11"
"61499843",35.423409330463,-3.23819661609447,0.862009109640219,-3.75656890383213,0.000172258858279617,0.0533679475307538,"S100A8","S100A8","True",9606,"sp|P05109|S10A8_HUMAN Protein S100-A8 OS=Homo sapiens GN=S100A8 PE=1 SV=1"
"61798757",24.2609626900424,7.47653111657788,2.01931496771526,3.70250864085713,0.000213478087423419,0.0622476987857581,"","","False",NA,"T2D-108A_GL0122741  [gene]  locus=scaffold76353_3:6939:9341:+ [Complete] codon-table.11"
"61502023",16.0321126274611,-7.24396119820548,2.03059278470548,-3.56741206448054,0.000360524307401399,0.0992843884327076,"AZU1","AZU1","True",9606,"sp|P20160|CAP7_HUMAN Azurocidin OS=Homo sapiens GN=AZU1 PE=1 SV=3"
"61716361",69.2507611974118,6.47552565016891,1.88357175379263,3.43789698328734,0.000586250684818746,0.152949718139291,"","","False",NA,"MH0347_GL0002180  [gene]  locus=scaffold59233_1:11885:14590:+ [Complete] codon-table.11"
